 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  526     283         -11511.          7805.          3370.          -364.          -700.
  527     284         -11417.          7905.          3255.          -378.          -636.
  528     285         -11324.          8004.          3141.          -392.          -572.
  529     286         -11232.          8103.          3027.          -406.          -508.
  530     287         -11141.          8201.          2914.          -419.          -445.
  531     288         -11050.          8299.          2802.          -432.          -382.
  532     289         -10961.          8396.          2691.          -445.          -319.
  533     290         -10872.          8492.          2581.          -458.          -257.
  534     291         -10783.          8588.          2471.          -470.          -195.
  535     292         -10696.          8683.          2362.          -482.          -133.
  536     293         -10609.          8777.          2254.          -494.           -72.
  537     294         -10524.          8870.          2147.          -505.           -12.
  538     295         -10439.          8962.          2041.          -516.            48.
  539     296         -10356.          9054.          1935.          -526.           108.
  540     297         -10273.          9144.          1831.          -535.           167.
  541     298         -10191.          9233.          1727.          -545.           225.
  542     299         -10110.          9322.          1625.          -553.           282.
  543     300         -10031.          9409.          1523.          -562.           339.
  544     301          -9952.          9495.          1422.          -569.           396.
  545     302          -9875.          9580.          1322.          -576.           451.
  546     303          -9798.          9663.          1224.          -582.           506.
  547     304          -9723.          9745.          1126.          -588.           560.
  548     305          -9649.          9826.          1029.          -593.           613.
  549     306          -9576.          9906.           934.          -597.           666.
  550     307          -9505.          9984.           839.          -601.           717.
  551     308          -9434.         10060.           745.          -604.           768.
  552     309          -9365.         10135.           653.          -606.           818.
  553     310          -9297.         10209.           562.          -607.           867.
  554     311          -9230.         10281.           472.          -607.           915.
  555     312          -9165.         10352.           382.          -607.           962.
  556     313          -9101.         10421.           295.          -606.          1008.
  557     314          -9038.         10488.           208.          -604.          1053.
  558     315          -8977.         10553.           122.          -601.          1097.
  559     316          -8917.         10617.            38.          -597.          1141.
  560     317          -8859.         10679.           -45.          -593.          1183.
  561     318          -8802.         10740.          -127.          -587.          1224.
  562     319          -8746.         10798.          -208.          -580.          1263.
  563     320          -8692.         10855.          -287.          -573.          1302.
  564     321          -8639.         10909.          -366.          -565.          1340.
  565     322          -8588.         10962.          -443.          -555.          1376.
  566     323          -8538.         11013.          -518.          -545.          1412.
  567     324          -8490.         11062.          -593.          -533.          1446.
  568     325          -8443.         11109.          -666.          -521.          1479.
  569     326          -8398.         11154.          -737.          -508.          1511.
  570     327          -8355.         11197.          -808.          -493.          1542.
  571     328          -8313.         11238.          -877.          -478.          1571.
  572     329          -8272.         11277.          -944.          -461.          1599.
  573     330          -8233.         11313.         -1011.          -444.          1626.
  574     331          -8196.         11348.         -1076.          -425.          1651.
  575     332          -8160.         11381.         -1139.          -405.          1676.
  576     333          -8127.         11411.         -1201.          -384.          1699.
  577     334          -8094.         11439.         -1262.          -362.          1720.
  578     335          -8063.         11465.         -1321.          -339.          1741.
  579     336          -8034.         11489.         -1379.          -315.          1760.
  580     337          -8007.         11510.         -1436.          -290.          1777.
  581     338          -7981.         11529.         -1491.          -264.          1794.
  582     339          -7957.         11546.         -1544.          -236.          1808.
  583     340          -7935.         11561.         -1596.          -208.          1822.
  584     341          -7914.         11573.         -1647.          -178.          1834.
  585     342          -7895.         11583.         -1696.          -147.          1845.
  586     343          -7878.         11591.         -1744.          -115.          1854.
  587     344          -7863.         11597.         -1790.           -82.          1862.
  588     345          -7849.         11600.         -1835.           -48.          1868.
  589     346          -7837.         11600.         -1878.           -13.          1873.
  590     347          -7826.         11599.         -1920.            24.          1877.
  591     348          -7818.         11595.         -1960.            61.          1879.
  592     349          -7811.         11588.         -1999.           100.          1879.
  593     350          -7805.         11580.         -2036.           140.          1878.
  594     351          -7802.         11569.         -2072.           181.          1876.
  595     352          -7800.         11555.         -2106.           223.          1872.
  596     353          -7800.         11539.         -2138.           266.          1867.
  597     354          -7802.         11521.         -2169.           310.          1860.
  598     355          -7805.         11500.         -2199.           355.          1852.
  599     356          -7811.         11477.         -2227.           402.          1842.
  600     357          -7818.         11452.         -2253.           449.          1830.
  601     358          -7826.         11424.         -2278.           498.          1817.
  602     359          -7837.         11394.         -2302.           548.          1803.
  603     360          -7849.         11361.         -2323.           598.          1787.
  604     361          -7863.         11326.         -2344.           650.          1770.
  605     362          -7878.         11289.         -2362.           703.          1751.
  606     363          -7895.         11249.         -2380.           756.          1730.
  607     364          -7914.         11207.         -2395.           811.          1708.
  608     365          -7935.         11162.         -2409.           867.          1685.
  609       1          -7957.         11115.         -2422.           924.          1660.
  610       2          -7981.         11066.         -2433.           981.          1633.
  611       3          -8007.         11015.         -2442.          1040.          1605.
  612       4          -8034.         10961.         -2450.          1100.          1576.
  613       5          -8063.         10904.         -2457.          1160.          1545.
  614       6          -8094.         10846.         -2462.          1222.          1512.
  615       7          -8127.         10785.         -2465.          1284.          1478.
  616       8          -8160.         10722.         -2467.          1347.          1442.
  617       9          -8196.         10657.         -2467.          1411.          1405.
  618      10          -8233.         10589.         -2466.          1476.          1367.
  619      11          -8272.         10519.         -2463.          1542.          1326.
  620      12          -8313.         10447.         -2459.          1609.          1285.
  621      13          -8355.         10373.         -2453.          1676.          1242.
  622      14          -8398.         10297.         -2445.          1744.          1197.
  623      15          -8443.         10218.         -2437.          1813.          1151.
  624      16          -8490.         10137.         -2426.          1883.          1104.
  625      17          -8538.         10054.         -2415.          1953.          1055.
  626      18          -8588.          9969.         -2401.          2025.          1005.
  627      19          -8639.          9882.         -2386.          2096.           953.
  628      20          -8692.          9793.         -2370.          2169.           900.
  629      21          -8746.          9702.         -2353.          2242.           845.
  630      22          -8802.          9609.         -2333.          2315.           789.
  631      23          -8859.          9514.         -2313.          2390.           732.
  632      24          -8917.          9417.         -2291.          2465.           673.
  633      25          -8977.          9318.         -2267.          2540.           613.
  634      26          -9038.          9217.         -2242.          2616.           552.
  635      27          -9101.          9114.         -2216.          2692.           489.
  636      28          -9165.          9009.         -2188.          2769.           425.
  637      29          -9230.          8903.         -2159.          2846.           359.
  638      30          -9297.          8794.         -2129.          2924.           292.
  639      31          -9365.          8684.         -2097.          3002.           224.
  640      32          -9434.          8573.         -2064.          3080.           155.
  641      33          -9505.          8459.         -2029.          3159.            84.
  642      34          -9576.          8344.         -1993.          3238.            13.
  643      35          -9649.          8227.         -1956.          3317.           -60.
  644      36          -9723.          8109.         -1917.          3397.          -135.
  645      37          -9798.          7989.         -1878.          3477.          -210.
  646      38          -9875.          7868.         -1836.          3557.          -287.
  647      39          -9952.          7745.         -1794.          3637.          -364.
  648      40         -10031.          7620.         -1750.          3717.          -443.
  649      41         -10110.          7495.         -1705.          3798.          -523.
  650      42         -10191.          7367.         -1659.          3878.          -604.
  651      43         -10273.          7239.         -1612.          3959.          -687.
  652      44         -10356.          7109.         -1563.          4040.          -770.
  653      45         -10439.          6978.         -1513.          4120.          -854.
  654      46         -10524.          6846.         -1462.          4201.          -939.
  655      47         -10609.          6712.         -1410.          4282.         -1026.
  656      48         -10696.          6578.         -1357.          4362.         -1113.
  657      49         -10783.          6442.         -1302.          4442.         -1201.
  658      50         -10872.          6305.         -1247.          4523.         -1290.
  659      51         -10961.          6167.         -1190.          4603.         -1380.
  660      52         -11050.          6029.         -1132.          4683.         -1471.
  661      53         -11141.          5889.         -1073.          4762.         -1563.
  662      54         -11232.          5748.         -1013.          4842.         -1656.
  663      55         -11324.          5607.          -952.          4921.         -1749.
  664      56         -11417.          5464.          -890.          5000.         -1843.
  665      57         -11511.          5321.          -827.          5078.         -1938.
  666      58         -11605.          5178.          -763.          5156.         -2034.
  667      59         -11699.          5033.          -698.          5234.         -2130.
  668      60         -11794.          4888.          -632.          5311.         -2227.
  669      61         -11890.          4742.          -565.          5388.         -2325.
  670      62         -11986.          4596.          -497.          5464.         -2423.
  671      63         -12083.          4449.          -428.          5540.         -2522.
  672      64         -12181.          4302.          -359.          5615.         -2622.
  673      65         -12278.          4155.          -288.          5690.         -2722.
  674      66         -12376.          4007.          -217.          5764.         -2823.
  675      67         -12475.          3859.          -145.          5837.         -2924.
  676      68         -12574.          3710.           -72.          5910.         -3025.
  677      69         -12673.          3562.             2.          5982.         -3127.
  678      70         -12772.          3413.            77.          6053.         -3229.
  679      71         -12872.          3264.           152.          6124.         -3332.
  680      72         -12972.          3115.           228.          6194.         -3435.
  681      73         -13072.          2966.           305.          6263.         -3539.
  682      74         -13172.          2817.           382.          6331.         -3642.
  683      75         -13273.          2668.           461.          6398.         -3746.
  684      76         -13373.          2519.           539.          6465.         -3850.
  685      77         -13474.          2370.           619.          6530.         -3955.
  686      78         -13574.          2221.           699.          6595.         -4059.
  687      79         -13675.          2073.           780.          6659.         -4164.
  688      80         -13776.          1925.           861.          6721.         -4268.
  689      81         -13877.          1778.           943.          6783.         -4373.
  690      82         -13977.          1631.          1025.          6844.         -4478.
  691      83         -14078.          1484.          1108.          6903.         -4583.
  692      84         -14178.          1338.          1191.          6962.         -4687.
  693      85         -14278.          1192.          1275.          7019.         -4792.
  694      86         -14378.          1047.          1359.          7075.         -4897.
  695      87         -14478.           902.          1444.          7131.         -5001.
  696      88         -14578.           759.          1529.          7185.         -5105.
  697      89         -14677.           616.          1615.          7237.         -5209.
  698      90         -14776.           473.          1700.          7289.         -5313.
  699      91         -14874.           332.          1787.          7339.         -5417.
  700      92         -14973.           191.          1873.          7388.         -5520.
  701      93         -15071.            52.          1960.          7436.         -5623.
  702      94         -15168.           -87.          2047.          7482.         -5725.
  703      95         -15265.          -224.          2134.          7528.         -5828.
  704      96         -15362.          -361.          2222.          7571.         -5929.
  705      97         -15458.          -496.          2310.          7614.         -6031.
  706      98         -15553.          -631.          2398.          7655.         -6131.
  707      99         -15648.          -764.          2486.          7695.         -6232.
  708     100         -15743.          -896.          2574.          7733.         -6331.
  709     101         -15836.         -1026.          2663.          7770.         -6430.
  710     102         -15929.         -1156.          2751.          7805.         -6529.
  711     103         -16022.         -1284.          2840.          7839.         -6626.
  712     104         -16113.         -1410.          2929.          7872.         -6723.
  713     105         -16204.         -1535.          3017.          7903.         -6820.
  714     106         -16295.         -1659.          3106.          7932.         -6915.
  715     107         -16384.         -1781.          3195.          7960.         -7010.
  716     108         -16473.         -1901.          3284.          7986.         -7104.
  717     109         -16560.         -2020.          3372.          8011.         -7196.
  718     110         -16647.         -2137.          3461.          8035.         -7289.
  719     111         -16733.         -2252.          3550.          8057.         -7380.
  720     112         -16819.         -2366.          3638.          8077.         -7470.
  721     113         -16903.         -2478.          3726.          8096.         -7559.
  722     114         -16986.         -2588.          3814.          8113.         -7647.
  723     115         -17068.         -2696.          3902.          8128.         -7734.
  724     116         -17149.         -2803.          3990.          8142.         -7820.
  725     117         -17230.         -2907.          4078.          8154.         -7905.
  726     118         -17309.         -3009.          4165.          8165.         -7988.
  727     119         -17387.         -3110.          4252.          8174.         -8070.
  728     120         -17464.         -3208.          4339.          8181.         -8152.
  729     121         -17539.         -3304.          4425.          8187.         -8231.
